,epoch_loss_avg,binary_acc,precision,recall,f1,AUC,AUPRC,mcc
0,0.13598717613777755,0.9640260256353017,0.6471564359618819,0.18200266932209472,0.26047751556062876,0.9175789269810002,0.433223250628142,0.3076835258886824
1,0.12148149526456901,0.9668240977145464,0.6738136537702044,0.2671528415263328,0.3797824595076732,0.9294081807624369,0.484512947010994,0.40915834445514127
2,0.11708298135105966,0.9670171405884889,0.6616403884470936,0.3502460988180196,0.4374364587492489,0.9325697247765776,0.5098053088473447,0.4535211052822222
3,0.11333922725908963,0.9682232098741792,0.7064762024532498,0.30892164150058854,0.4252731675277384,0.9364499743218584,0.5270341440574862,0.4513818361826322
4,0.1150154992154031,0.9688693010091128,0.6959302794785284,0.3506693816040953,0.46296244821072985,0.9377423986971516,0.5387072757251629,0.4785688865413717
5,0.12279518603704202,0.9678527829574742,0.6743460425024509,0.3809030828037518,0.4661560862326203,0.9387354773384962,0.5477380204727267,0.4805991981671306
6,0.1091911016651741,0.9698985339205068,0.6887262375460781,0.40654827987541087,0.5088041645475991,0.9403141122062078,0.5594418235843661,0.5139329694853843
7,0.11152218332408101,0.9704125286813234,0.6951310635487229,0.4265613793008128,0.5226054373754556,0.941948786930392,0.5748277006182552,0.5276699265465761
8,0.11144602364071812,0.9701122383813857,0.6725633479243834,0.4518717834216221,0.5354614271956122,0.9417667693061509,0.5767024937540904,0.5343624500934736
9,0.1087365387431853,0.9698395716675462,0.6483655399084671,0.4880692900974914,0.5541055027422536,0.9420969739089774,0.5787768429183657,0.5461315603139567
